species,lifestage,URL,SAME_AS
YELLOWTAILSNAPPER,lateJuvenile,https://api.mapbox.com/styles/v1/gulffish123/ciykctmbn00132rqqd1f4ijha/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE
YELLOWTAILSNAPPER,spawningAdult,.,UNMAPPABLE
YELLOWTAILSNAPPER,larvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg583fy001q2sl8bnvphfq3/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,YELLOWTAILSNAPPER/BANDEDRUDDERFISH
YELLOWTAILSNAPPER,postLarvae,https://api.mapbox.com/styles/v1/auburngrad2015/ciyg5vkxp001q2slujvqmbla8/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiYXVidXJuZ3JhZDIwMTUiLCJhIjoiY2l5ZWhvaHplMDB3MjJxbXA1MHF5czR0biJ9.rEHf8qpxUi9Uv0rjMO0fEg,YELLOWTAILSNAPPER/BANDEDRUDDERFISH
YELLOWTAILSNAPPER,eggs,https://api.mapbox.com/styles/v1/gulffish123/ciykcww1u001d2sp92gws3hzn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE
BANDEDRUDDERFISH,earlyJuvenile,https://api.mapbox.com/styles/v1/gulffish123/ciykdbrdw00192rqq0w058sx0/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE
BANDEDRUDDERFISH,lateJuvenile,https://api.mapbox.com/styles/v1/gulffish123/ciykdcr8a001f2snnx1tlv456/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE
BANDEDRUDDERFISH,adult,https://api.mapbox.com/styles/v1/gulffish123/ciykddmnk001i2smg74h48yg4/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE
BANDEDRUDDERFISH,spawningAdult,https://api.mapbox.com/styles/v1/gulffish123/ciykdec01001h2sp96syvzmms/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE
GREATERAMBERJACK,eggs,.,UNMAPPABLE
LESSERAMBERJACK,earlyJuvenile,.,UNMAPPABLE
SPANISHMACKEREL,lateJuvenile,https://api.mapbox.com/styles/v1/gulffish123/ciykdf2m5001j2smgtj3lr3cu/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE
SPANISHMACKEREL,spawningAdult,https://api.mapbox.com/styles/v1/gulffish123/ciykdfsv6000y2rnoq8pqvycn/tiles/256/{z}/{x}/{y}?access_token=pk.eyJ1IjoiZ3VsZmZpc2gxMjMiLCJhIjoiY2l5a2IweTVtMDAwdDJxcGYzYmR0b3lndyJ9.PjwB4UC9ESaDhoe3ed_YKg,UNIQUE
